id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,result_margin,eliminator,method,umpire1,umpire2,venue
1026,2023,Ahmedabad,2023-03-10,Gujarat Titans,Chennai Super Kings,Gujarat Titans,bat,runs,0,Gujarat Titans,26,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
1027,2023,Mumbai,2023-05-08,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,wickets,0,Rajasthan Royals,4,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
1028,2024,Delhi,2024-05-24,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,runs,0,Delhi Capitals,5,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
1029,2024,Mumbai,2024-04-15,Mumbai Indians,Gujarat Titans,Gujarat Titans,field,wickets,0,Gujarat Titans,6,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
1030,2024,Kolkata,2024-05-07,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,runs,0,Kolkata Knight Riders,59,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
1031,2024,Lucknow,2024-05-25,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,bat,wickets,0,Lucknow Super Giants,7,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
1032,2024,Bangalore,2024-04-11,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,runs,0,Royal Challengers Bangalore,19,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
1033,2024,Delhi,2024-05-18,Delhi Capitals,Chennai Super Kings,Delhi Capitals,field,wickets,0,Delhi Capitals,5,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
1034,2024,Mumbai,2024-05-25,Mumbai Indians,Gujarat Titans,Gujarat Titans,bat,wickets,0,Mumbai Indians,2,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
1035,2024,Kolkata,2024-03-01,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,runs,0,Punjab Kings,9,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
1036,2024,Lucknow,2024-05-09,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,field,runs,0,Lucknow Super Giants,66,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
1037,2024,Bangalore,2024-04-09,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,runs,0,Sunrisers Hyderabad,27,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
1038,2024,Delhi,2024-05-06,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,wickets,0,Chennai Super Kings,5,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
1039,2024,Mumbai,2024-05-01,Mumbai Indians,Gujarat Titans,Mumbai Indians,bat,runs,0,Mumbai Indians,4,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
1040,2024,Kolkata,2024-05-22,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,wickets,0,Punjab Kings,4,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
1041,2024,Lucknow,2024-04-10,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,bat,wickets,0,Lucknow Super Giants,5,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
1042,2024,Bangalore,2024-05-25,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,runs,0,Royal Challengers Bangalore,28,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
1043,2024,Delhi,2024-03-14,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,runs,0,Delhi Capitals,10,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
1044,2024,Mumbai,2024-04-20,Mumbai Indians,Gujarat Titans,Gujarat Titans,bat,wickets,0,Mumbai Indians,3,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
1045,2024,Kolkata,2024-03-01,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,wickets,0,Punjab Kings,1,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
1046,2024,Lucknow,2024-03-04,Lucknow Super Giants,Rajasthan Royals,Lucknow Super Giants,field,wickets,0,Lucknow Super Giants,9,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
1047,2024,Bangalore,2024-03-25,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,wickets,0,Sunrisers Hyderabad,1,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
1048,2024,Delhi,2024-05-05,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,runs,0,Delhi Capitals,13,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
1049,2024,Mumbai,2024-05-05,Mumbai Indians,Gujarat Titans,Gujarat Titans,bat,runs,0,Gujarat Titans,15,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
1050,2024,Kolkata,2024-03-24,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,runs,0,Kolkata Knight Riders,18,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
1051,2024,Lucknow,2024-05-12,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,bat,runs,0,Rajasthan Royals,47,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
1052,2024,Bangalore,2024-03-21,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,wickets,0,Sunrisers Hyderabad,6,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
1053,2024,Delhi,2024-05-05,Delhi Capitals,Chennai Super Kings,Delhi Capitals,field,runs,0,Chennai Super Kings,26,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
1054,2024,Mumbai,2024-05-26,Mumbai Indians,Gujarat Titans,Mumbai Indians,bat,runs,0,Mumbai Indians,22,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
1055,2024,Kolkata,2024-03-01,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,runs,0,Kolkata Knight Riders,13,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
1056,2024,Lucknow,2024-03-21,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,bat,runs,0,Rajasthan Royals,13,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
1057,2024,Bangalore,2024-03-07,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,wickets,0,Sunrisers Hyderabad,2,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
1058,2024,Delhi,2024-03-19,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,bat,runs,0,Chennai Super Kings,25,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
1059,2024,Mumbai,2024-04-27,Mumbai Indians,Gujarat Titans,Mumbai Indians,field,runs,0,Gujarat Titans,24,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
1060,2024,Kolkata,2024-04-04,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,runs,0,Kolkata Knight Riders,26,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
1061,2024,Lucknow,2024-04-26,Lucknow Super Giants,Rajasthan Royals,Lucknow Super Giants,field,runs,0,Rajasthan Royals,21,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
1062,2024,Bangalore,2024-04-22,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,runs,0,Sunrisers Hyderabad,16,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
1063,2024,Delhi,2024-03-17,Delhi Capitals,Chennai Super Kings,Delhi Capitals,field,wickets,0,Delhi Capitals,3,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
1064,2024,Mumbai,2024-05-15,Mumbai Indians,Gujarat Titans,Gujarat Titans,field,wickets,0,Gujarat Titans,4,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
1065,2024,Kolkata,2024-03-21,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,wickets,0,Punjab Kings,2,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
1066,2024,Lucknow,2024-03-12,Lucknow Super Giants,Rajasthan Royals,Lucknow Super Giants,field,runs,0,Rajasthan Royals,18,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
1067,2024,Bangalore,2024-03-28,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,wickets,0,Sunrisers Hyderabad,4,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
1068,2024,Delhi,2024-05-15,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,bat,wickets,0,Delhi Capitals,6,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
1069,2024,Mumbai,2024-03-14,Mumbai Indians,Gujarat Titans,Mumbai Indians,bat,runs,0,Mumbai Indians,35,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
1070,2024,Kolkata,2024-05-27,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,wickets,0,Punjab Kings,5,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
1071,2024,Lucknow,2024-05-18,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,field,wickets,0,Rajasthan Royals,3,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
1072,2024,Bangalore,2024-03-26,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,runs,0,Sunrisers Hyderabad,28,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
1073,2024,Delhi,2024-03-20,Delhi Capitals,Chennai Super Kings,Delhi Capitals,field,runs,0,Chennai Super Kings,10,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
1074,2024,Mumbai,2024-04-03,Mumbai Indians,Gujarat Titans,Mumbai Indians,bat,runs,0,Mumbai Indians,19,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
1075,2024,Kolkata,2024-05-28,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,wickets,0,Punjab Kings,7,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
1076,2024,Lucknow,2024-04-13,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,field,wickets,0,Rajasthan Royals,3,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
1077,2024,Bangalore,2024-03-04,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,wickets,0,Royal Challengers Bangalore,1,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
1078,2024,Delhi,2024-05-15,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,runs,0,Delhi Capitals,64,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
1079,2024,Mumbai,2024-03-17,Mumbai Indians,Gujarat Titans,Mumbai Indians,field,runs,0,Gujarat Titans,28,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
1080,2024,Kolkata,2024-04-13,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,runs,0,Punjab Kings,20,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
1081,2024,Lucknow,2024-04-14,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,bat,runs,0,Rajasthan Royals,9,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
1082,2024,Bangalore,2024-05-16,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,wickets,0,Royal Challengers Bangalore,5,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
1083,2024,Delhi,2024-03-15,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,wickets,0,Chennai Super Kings,3,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
1084,2024,Mumbai,2024-05-13,Mumbai Indians,Gujarat Titans,Mumbai Indians,bat,runs,0,Mumbai Indians,14,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
1085,2024,Kolkata,2024-04-11,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,wickets,0,Punjab Kings,1,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
1086,2024,Lucknow,2024-05-14,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,field,runs,0,Lucknow Super Giants,43,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
1087,2024,Bangalore,2024-03-18,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,wickets,0,Sunrisers Hyderabad,5,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
1088,2024,Delhi,2024-03-08,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,wickets,0,Chennai Super Kings,9,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
1089,2024,Mumbai,2024-05-09,Mumbai Indians,Gujarat Titans,Gujarat Titans,field,runs,0,Mumbai Indians,50,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
1090,2024,Kolkata,2024-05-25,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,runs,0,Kolkata Knight Riders,3,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
1091,2024,Lucknow,2024-03-20,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,field,wickets,0,Rajasthan Royals,4,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
1092,2024,Bangalore,2024-03-05,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,runs,0,Royal Challengers Bangalore,15,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
1093,2024,Delhi,2024-05-06,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,wickets,0,Chennai Super Kings,7,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
1094,2024,Mumbai,2024-05-02,Mumbai Indians,Gujarat Titans,Gujarat Titans,bat,wickets,0,Mumbai Indians,1,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
1095,2024,Kolkata,2024-03-17,Kolkata Knight Riders,Punjab Kings,Punjab Kings,bat,wickets,0,Kolkata Knight Riders,4,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
1096,2024,Lucknow,2024-05-17,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,field,runs,0,Lucknow Super Giants,29,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
1097,2024,Bangalore,2024-03-09,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,wickets,0,Royal Challengers Bangalore,3,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
1098,2024,Delhi,2024-03-28,Delhi Capitals,Chennai Super Kings,Delhi Capitals,field,runs,0,Chennai Super Kings,8,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
1099,2024,Mumbai,2024-03-12,Mumbai Indians,Gujarat Titans,Gujarat Titans,bat,wickets,0,Mumbai Indians,6,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
1100,2024,Kolkata,2024-05-10,Kolkata Knight Riders,Punjab Kings,Punjab Kings,bat,wickets,0,Kolkata Knight Riders,9,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
1101,2024,Lucknow,2024-05-17,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,field,wickets,0,Rajasthan Royals,6,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
1102,2025,Ahmedabad,2025-03-25,Gujarat Titans,Mumbai Indians,Mumbai Indians,field,runs,0,Gujarat Titans,28,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
1103,2025,Jaipur,2025-04-27,Rajasthan Royals,Delhi Capitals,Delhi Capitals,bat,runs,0,Delhi Capitals,35,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
1104,2025,Chennai,2025-03-16,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,runs,0,Royal Challengers Bangalore,43,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
1105,2025,Mohali,2025-05-22,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,runs,0,Punjab Kings,33,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
1106,2025,Kolkata,2025-04-08,Kolkata Knight Riders,Lucknow Super Giants,Kolkata Knight Riders,field,runs,0,Lucknow Super Giants,19,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
1107,2025,Ahmedabad,2025-04-11,Gujarat Titans,Mumbai Indians,Gujarat Titans,bat,wickets,0,Mumbai Indians,9,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
1108,2025,Jaipur,2025-03-05,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,wickets,0,Delhi Capitals,8,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
1109,2025,Chennai,2025-03-22,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,runs,0,Chennai Super Kings,35,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
1110,2025,Mohali,2025-04-15,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,runs,0,Sunrisers Hyderabad,12,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
1111,2025,Kolkata,2025-04-27,Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,bat,runs,0,Lucknow Super Giants,40,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
1112,2025,Ahmedabad,2025-05-15,Gujarat Titans,Mumbai Indians,Gujarat Titans,field,runs,0,Mumbai Indians,56,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
1113,2025,Jaipur,2025-04-12,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,field,runs,0,Delhi Capitals,25,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
1114,2025,Chennai,2025-05-01,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,runs,0,Chennai Super Kings,26,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
1115,2025,Mohali,2025-05-06,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,wickets,0,Punjab Kings,6,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
1116,2025,Kolkata,2025-05-25,Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,bat,runs,0,Lucknow Super Giants,37,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
1117,2025,Ahmedabad,2025-04-08,Gujarat Titans,Mumbai Indians,Gujarat Titans,bat,runs,0,Gujarat Titans,46,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
1118,2025,Jaipur,2025-03-09,Rajasthan Royals,Delhi Capitals,Delhi Capitals,bat,runs,0,Delhi Capitals,23,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
1119,2025,Chennai,2025-05-13,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,0,Royal Challengers Bangalore,5,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
1120,2025,Mohali,2025-05-17,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,wickets,0,Punjab Kings,5,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
1121,2025,Kolkata,2025-03-07,Kolkata Knight Riders,Lucknow Super Giants,Kolkata Knight Riders,field,runs,0,Lucknow Super Giants,56,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
1122,2025,Ahmedabad,2025-04-05,Gujarat Titans,Mumbai Indians,Mumbai Indians,bat,runs,0,Mumbai Indians,10,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
1123,2025,Jaipur,2025-05-22,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,field,wickets,0,Rajasthan Royals,1,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
1124,2025,Chennai,2025-05-27,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,0,Royal Challengers Bangalore,4,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
1125,2025,Mohali,2025-03-07,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,runs,0,Sunrisers Hyderabad,1,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
1126,2025,Kolkata,2025-04-26,Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,bat,wickets,0,Kolkata Knight Riders,4,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
1127,2025,Ahmedabad,2025-04-12,Gujarat Titans,Mumbai Indians,Gujarat Titans,field,runs,0,Mumbai Indians,33,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
1128,2025,Jaipur,2025-03-18,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,runs,0,Rajasthan Royals,8,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
1129,2025,Chennai,2025-04-28,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,0,Royal Challengers Bangalore,6,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
1130,2025,Mohali,2025-03-05,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,runs,0,Sunrisers Hyderabad,16,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
1131,2025,Kolkata,2025-03-14,Kolkata Knight Riders,Lucknow Super Giants,Kolkata Knight Riders,bat,runs,0,Kolkata Knight Riders,15,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
1132,2025,Ahmedabad,2025-05-26,Gujarat Titans,Mumbai Indians,Mumbai Indians,bat,wickets,0,Gujarat Titans,6,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
1133,2025,Jaipur,2025-05-14,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,runs,0,Rajasthan Royals,33,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
1134,2025,Chennai,2025-05-27,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,runs,0,Royal Challengers Bangalore,34,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
1135,2025,Mohali,2025-04-05,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,runs,0,Punjab Kings,39,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
1136,2025,Kolkata,2025-04-20,Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,bat,runs,0,Lucknow Super Giants,44,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
1137,2025,Ahmedabad,2025-05-21,Gujarat Titans,Mumbai Indians,Mumbai Indians,field,wickets,0,Mumbai Indians,3,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
1138,2025,Jaipur,2025-03-09,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,field,wickets,0,Rajasthan Royals,8,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
1139,2025,Chennai,2025-03-16,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,wickets,0,Royal Challengers Bangalore,8,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
1140,2025,Mohali,2025-04-27,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,runs,0,Sunrisers Hyderabad,7,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
1141,2025,Kolkata,2025-04-26,Kolkata Knight Riders,Lucknow Super Giants,Kolkata Knight Riders,field,wickets,0,Kolkata Knight Riders,6,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
1142,2025,Ahmedabad,2025-05-22,Gujarat Titans,Mumbai Indians,Gujarat Titans,field,runs,0,Mumbai Indians,63,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
1143,2025,Jaipur,2025-05-06,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,wickets,0,Delhi Capitals,1,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
1144,2025,Chennai,2025-04-03,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,runs,0,Chennai Super Kings,20,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
1145,2025,Mohali,2025-04-08,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,runs,0,Punjab Kings,14,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
1146,2025,Kolkata,2025-05-07,Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,field,runs,0,Kolkata Knight Riders,18,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
1147,2025,Ahmedabad,2025-04-16,Gujarat Titans,Mumbai Indians,Mumbai Indians,bat,wickets,0,Gujarat Titans,3,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
1148,2025,Jaipur,2025-03-22,Rajasthan Royals,Delhi Capitals,Delhi Capitals,bat,wickets,0,Rajasthan Royals,8,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
1149,2025,Chennai,2025-04-18,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,runs,0,Royal Challengers Bangalore,12,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
1150,2025,Mohali,2025-03-28,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,wickets,0,Punjab Kings,2,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
1151,2025,Kolkata,2025-05-11,Kolkata Knight Riders,Lucknow Super Giants,Kolkata Knight Riders,field,wickets,0,Kolkata Knight Riders,7,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
1152,2025,Ahmedabad,2025-03-03,Gujarat Titans,Mumbai Indians,Gujarat Titans,bat,wickets,0,Mumbai Indians,6,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
1153,2025,Jaipur,2025-05-28,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,runs,0,Rajasthan Royals,28,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
1154,2025,Chennai,2025-04-10,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,runs,0,Chennai Super Kings,10,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
